THROUGHPUT
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1139.78, 0
1937.98, 0
1939.41, 0
1938.33, 0
1938.44, 0
1938.92, 0
1939.03, 0
1958.65, 0
1938.16, 0
1938.49, 0
1939.73, 0
1938.02, 0
1939.79, 0
1938.53, 0
1939.75, 0
1938.53, 0
1938.68, 0
1939.68, 0
1939.69, 0
1939.56, 0
1939.1, 0
1939.95, 0
1938.69, 0
1957.83, 0
1919.36, 0
1959.76, 0
1919.87, 0
1939.37, 0
1938.5, 0
1919.16, 0
1958.28, 0
1958.38, 0
1938.64, 0
1918.31, 0
1938.41, 0
1939.42, 0
1959.37, 0
1939.01, 0
1939.63, 0
1938.37, 0
1938.18, 0
1918.26, 0
1939.33, 0
1958.08, 0
1938.95, 0
1938.57, 0
1918.59, 0
1938.29, 0
1959.68, 0
1938.56, 0
1938.59, 0
1937.85, 0
1939.16, 0
1957.89, 0
1940.98, 0
1938.33, 0
1937.91, 0
1958.9, 0
1937.91, 0
1919.31, 0
1938.21, 0
1959.93, 0
1939.54, 0
1959.31, 0
1938.9, 0
1939.77, 0
1939.13, 0
1939.36, 0
1958.7, 0
1938.52, 0
1958.98, 0
1919.43, 0
1939.23, 0
1938.89, 0
1945, 0
1934.85, 0
1938.97, 0
1939.08, 0
1958.07, 0
1939.86, 0
1943.98, 0
1935.17, 0
1938.77, 0
1938.92, 0
1939.32, 0
1939.17, 0
1918.62, 0
1958.46, 0
1938.87, 0
1939.82, 0
LATENCY
236, 197, 482, 530, 535
