THROUGHPUT
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
339.972, 0
2099.03, 0
1958.9, 0
1939.96, 0
1958.75, 0
1959.64, 0
1943.97, 0
1975.79, 0
1958.75, 0
1959.39, 0
1959.96, 0
1958.42, 0
1957.85, 0
1959.13, 0
1978.86, 0
1958.08, 0
1958.55, 0
1959.18, 0
1957.94, 0
1978.97, 0
1947.96, 0
1951.04, 0
1958.36, 0
1959.05, 0
1938.44, 0
1958.91, 0
1958.96, 0
1958.55, 0
1958.44, 0
1939.82, 0
1958.19, 0
1979.96, 0
1938.35, 0
1977.97, 0
1958.15, 0
1959.14, 0
1958.48, 0
1959.05, 0
1938.51, 0
1959.45, 0
1959.59, 0
1979.66, 0
1958.56, 0
1958.22, 0
1958.7, 0
1941.99, 0
1956.46, 0
1959.59, 0
1979.17, 0
1958.28, 0
1939.28, 0
1958.81, 0
1958.01, 0
1978.57, 0
1939.46, 0
1959.95, 0
1959.89, 0
1959.92, 0
1958.7, 0
1959.56, 0
1978.93, 0
1960.1, 0
1958.3, 0
1958.31, 0
1957.92, 0
1958.14, 0
1978.22, 0
1959.48, 0
1958.3, 0
1958.49, 0
1959.01, 0
1958.48, 0
1959.27, 0
1959.48, 0
1958.35, 0
1952.99, 0
1945.76, 0
1959.01, 0
1958.98, 0
1958.14, 0
1938.41, 0
1978.03, 0
1939.57, 0
1958.23, 0
1977.96, 0
1958.96, 0
1959.08, 0
1979.66, 0
1939.33, 0
1978.32, 0
LATENCY
282, 251, 427, 434, 437
