THROUGHPUT
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1299.74, 0
1959.07, 0
1939.15, 0
1958.06, 0
1957.99, 0
1957.86, 0
1939.11, 0
1938.82, 0
1958.44, 0
1938.93, 0
1939.27, 0
1958.12, 0
1959.41, 0
1938.93, 0
1938.17, 0
1939.24, 0
1958.69, 0
1939.77, 0
1939.01, 0
1939.39, 0
1959.1, 0
1939.65, 0
1959.35, 0
1939.81, 0
1938.43, 0
1959.9, 0
1939.43, 0
1939.32, 0
1939.51, 0
1958.1, 0
1939.93, 0
1939.98, 0
1957.76, 0
1938.65, 0
1919.42, 0
1958.55, 0
1939.54, 0
1943.99, 0
1955.06, 0
1939.24, 0
1958.33, 0
1939.3, 0
1918.07, 0
1959.31, 0
1958.44, 0
1926, 0
1953.78, 0
1939.05, 0
1938.99, 0
1959.96, 0
1958.23, 0
1939.39, 0
1938.75, 0
1939.15, 0
1958.36, 0
1938.52, 0
1957.97, 0
1938.56, 0
1939.37, 0
1938.31, 0
1958.49, 0
1938.88, 0
1938.97, 0
1959.55, 0
1939.27, 0
1958.18, 0
1958.46, 0
1937.98, 0
1938.34, 0
1939.82, 0
1958.09, 0
1959.5, 0
1938.01, 0
1958.74, 0
1918.28, 0
1958.63, 0
1919.44, 0
1958.73, 0
1939.37, 0
1939.56, 0
1958.77, 0
1959.21, 0
1939.41, 0
1939.65, 0
1965.99, 0
1952.39, 0
1939.88, 0
1958.29, 0
1939.76, 0
1938.9, 0
LATENCY
262, 247, 342, 349, 355
